,recall@1,recall@2,recall@3,recall@4,recall@5,recall@6,recall@8,recall@10,recall@20,recall@50,recall@100
bert-base-german-cased-GermanDPR-XQA-1neg-epoch1-part5,0.2246225319395999,0.3003484320557397,0.3423925667827989,0.3739837398373848,0.3997677119628189,0.4169570267131083,0.450871080139355,0.4696864111498069,0.5377468060394753,0.6204413472706171,0.6706155632985008
bert-base-german-cased-GermanDPR-XQA-1neg-epoch1-part6,0.1900116144018551,0.2527293844366948,0.2901277584204325,0.3193960511033577,0.3435540069686293,0.3605110336817526,0.3876887340301831,0.4102206736352922,0.4745644599302944,0.5600464576074237,0.6202090592334509
bert-base-german-cased-GermanDPR-XQA-1neg-epoch1-part7,0.1974448315911694,0.2685249709639877,0.3121951219512094,0.3416957026713007,0.3623693379790812,0.3816492450638653,0.4074332171892993,0.4304297328687406,0.4950058072009088,0.5756097560975543,0.6360046457607477
bert-base-german-cased-GermanDPR-XQA-1neg-epoch1-part8,0.1948896631823426,0.2655052264808288,0.3073170731707219,0.3349593495934846,0.3572590011614276,0.3763066202090456,0.4004645760743172,0.4239256678280905,0.4896631823460892,0.5816492450638736,0.632984901277588
bert-base-german-cased-GermanDPR-XQA-1neg-epoch1-part9,0.2432055749128858,0.3247386759581774,0.3725900116143884,0.4044134727061404,0.4264808362369173,0.4448315911730371,0.4736353077816301,0.4989547038327321,0.5725900116143946,0.6499419279907154,0.6984901277584362
bert-base-german-cased-GermanDPR-XQA-1neg-epoch1-part10,0.2476190476190412,0.3354239256678167,0.3821138211381974,0.4120789779326208,0.4346109175377299,0.4585365853658354,0.4871080139372624,0.5114982578397028,0.5760743321718865,0.6585365853658621,0.7040650406504233
bert-base-german-cased-GermanDPR-XQA-1neg-epoch2-part1,0.2134727061556284,0.2868757259001075,0.3335656213704882,0.3630662020905794,0.3865272938443528,0.4053426248548047,0.4341463414633977,0.457142857142839,0.5277584204413318,0.6055749128919848,0.6606271777003573
bert-base-german-cased-GermanDPR-XQA-1neg-epoch2-part2,0.1948896631823426,0.2627177700348359,0.3084785133565523,0.3358885017421489,0.3588850174215901,0.3774680603948759,0.4097560975609601,0.4336817653890656,0.4984901277583999,0.5832752613240365,0.640185830429738
bert-base-german-cased-GermanDPR-XQA-1neg-epoch2-part3,0.2060394889663141,0.2752613240418038,0.3180023228803613,0.3498257839721133,0.3695702671312295,0.3879210220673492,0.4176538908246066,0.4401858304297156,0.5103368176538722,0.5918699186991833,0.6441347270615622
bert-base-german-cased-GermanDPR-XQA-1neg-epoch2-part4,0.2072009291521445,0.2810685249709557,0.3256678281068417,0.3544715447154347,0.3751451800232152,0.3948896631823314,0.4269454123112495,0.4524970963995175,0.5205574912891818,0.5999999999999978,0.6524970963995428
bert-base-german-cased-GermanDPR-XQA-1neg-epoch2-part5,0.2167247386759535,0.2929152148664254,0.3403019744483043,0.3686411149825652,0.3930313588850028,0.4162601626016101,0.4485481997676943,0.4706155632984712,0.5386759581881398,0.618583042973288,0.6747967479674911
bert-base-german-cased-GermanDPR-XQA-1neg-epoch2-part6,0.1921022067363497,0.262950058072002,0.3080139372822201,0.3347270615563185,0.3556329849012651,0.3721254355400563,0.4039488966318083,0.4234610917537584,0.4917537746805838,0.5749128919860559,0.632984901277588
bert-base-german-cased-GermanDPR-XQA-1neg-epoch2-part7,0.1923344947735158,0.2580720092915144,0.3019744483159022,0.3305458768873292,0.3500580720092793,0.3704994192798937,0.3979094076654904,0.4209059233449316,0.4912891986062517,0.5711962833913978,0.6332171893147541
bert-base-german-cased-GermanDPR-XQA-1neg-epoch2-part8,0.1948896631823426,0.2615563298490055,0.3096399535423826,0.3389082462253078,0.3598141695702544,0.3779326364692081,0.4027874564459779,0.425551684088253,0.4903600464575874,0.5790940766550462,0.6385598141695751
bert-base-german-cased-GermanDPR-XQA-1neg-epoch2-part9,0.2218350754936071,0.2994192799070754,0.3472706155632865,0.3723577235772223,0.4016260162601475,0.4195121951219351,0.4499419279906907,0.4724738675957998,0.5423925667827979,0.6229965156794445,0.6740998838559927
bert-base-german-cased-GermanDPR-XQA-1neg-epoch2-part10,0.2308943089430839,0.3091753774680505,0.3544715447154347,0.3869918699186849,0.4130081300812851,0.4336817653890656,0.4645760743321533,0.4875725900115945,0.5556329849012672,0.6357723577235815,0.6829268292683056
bert-base-german-cased-GermanDPR-XQA-HP-1neg-epoch1-part1,0.27526132404180387,0.37328687572588665,0.4295005807200763,0.4657375145179837,0.4945412311265767,0.5166085946573576,0.5465737514517882,0.5700348432055672,0.6390243902439073,0.7212543554007168,0.773983739837428
bert-base-german-cased-GermanDPR-XQA-HP-1neg-epoch1-part2,0.2887340301974361,0.38954703832751175,0.44715447154469784,0.4810685249709445,0.5110336817653706,0.533565621370485,0.5639953542392478,0.5909407665505187,0.6594657375145266,0.7435540069686651,0.7976771196283731
bert-base-german-cased-GermanDPR-XQA-HP-1neg-epoch1-part3,0.2954703832752522,0.3944250871079993,0.45296167247384966,0.4896631823460892,0.5166085946573576,0.5403019744483027,0.5730545876887269,0.5962833914053397,0.6682926829268395,0.7514518002323135,0.8025551684088618
bert-base-german-cased-GermanDPR-XQA-HP-1neg-epoch1-part4,0.31405342624853805,0.4116144018582887,0.47270615563296586,0.5075493612078786,0.538908246225306,0.5605110336817559,0.591405342624851,0.6139372822299655,0.6894308943089572,0.7702671312427699,0.8178861788618262
bert-base-german-cased-GermanDPR-XQA-HP-1neg-epoch1-part5,0.30360046457606477,0.40836236933796366,0.46155632984899436,0.49756097560973567,0.5277584204413318,0.5526132404181076,0.5839721254355349,0.6088269454123106,0.6833914053426379,0.7674796747967764,0.8127758420441714
bert-base-german-cased-GermanDPR-XQA-HP-1neg-epoch1-part6,0.3135888501742059,0.41718931475027443,0.4766550522647891,0.5105691056910383,0.5393728222996382,0.5626016260162511,0.5960511033681736,0.6229965156794445,0.688966318234625,0.7744483159117602,0.8241579558653117
bert-base-german-cased-GermanDPR-XQA-HP-1neg-epoch1-part7,0.31475029036003627,0.42299651567942625,0.48408826945410344,0.5200929152148496,0.5500580720092801,0.5721254355400623,0.605807200929151,0.6295005807200961,0.7061556329849185,0.7804878048780796,0.8297328687572988
bert-base-german-cased-GermanDPR-XQA-HP-1neg-epoch1-part8,0.3212543554006863,0.4373983739837228,0.495470383275241,0.5307781649244915,0.5598141695702575,0.5809523809523752,0.6116144018583042,0.6362369337979138,0.7094076655052443,0.7835075493612392,0.8364692218351165
bert-base-german-cased-GermanDPR-XQA-HP-1neg-epoch1-part9,0.33542392566781676,0.4406504065040478,0.5015098722415593,0.5400696864111366,0.5665505226480753,0.589547038327522,0.6206736353077832,0.6464576074332234,0.7154471544715636,0.7890824622532263,0.8420441347271036
